0.20531	0.39461	0.2225	0.01098	0.057512	0.084439	0.069771	0.042966	0.012794	0.01949	0.026365	0.014108	0.0064305	0.0028417	0.0028579	0.0037385	0.0032494	0.0041551	0.0051572	0.0051842	0.0041978	0.0022643	0.00056382	0.0015841	0.0039968	0.0067401	0.0069776	0.0055434	0.0050207	0.0024219	0.0007185	0.00019489	0.00016551	0.00035218	0.0010228	0.0031401	0.0044817	0.003451	0.0034619	0.0032061	0.0015816	0.00075419	0.00061387	0.0017807	0.0028202	0.0016948	0.00073032	0.00064444	0.000446	0.00014518	0.0002309	0.00015047	0.00026658	0.00030256	0.00034144	0.00040081	0.00051671	0.00042858	0.0003064	0.00040173	0.00050522	0.00022731	4.876e-05	0.00033097
0.31165	0.41778	0.35764	0.11847	0.045995	0.014672	0.0062646	0.001289	0.0047543	0.0090888	0.0046726	0.0015375	0.0015292	0.00071851	0.00032464	0.00052412	0.00091895	0.0012378	0.00060471	0.00023434	0.00053085	0.00043951	0.00047682	6.4058e-05	0.00076671	0.00092919	0.00065902	0.00034198	0.00031446	9.4463e-05	7.1243e-05	4.9414e-05	2.7812e-05	9.2378e-05	0.0001722	0.0001922	0.00014804	0.00011974	0.00011873	6.3063e-05	0.00014271	0.00013345	0.00012371	0.0001716	0.000147	2.9295e-05	0.00015404	0.00018648	0.00016545	0.00011604	2.6381e-05	7.0526e-05	5.6707e-05	0.0001794	0.0001897	0.00015886	0.00011267	0.0001203	0.00011417	0.00022536	0.00027462	0.0001482	0.00017188	0.0002345
0.48816	0.38473	0.1028	0.019839	0.0035555	0.0032563	0.0077039	0.0045473	0.0011202	0.00092455	0.00085309	0.00035867	0.00011385	0.00011587	0.00016002	9.9058e-05	0.00015668	0.00013538	0.00019713	9.5734e-05	3.0457e-05	3.6791e-05	7.7796e-06	8.3663e-05	0.00011495	7.7357e-05	0.00010105	7.9468e-05	0.00013015	1.6005e-05	2.4655e-05	4.9164e-05	5.2258e-05	2.4934e-05	3.066e-05	7.9648e-05	0.00010125	0.00018899	0.00017776	4.0636e-05	1.1208e-05	1.0346e-05	4.6527e-05	4.4342e-05	2.6493e-05	4.878e-05	3.6502e-05	3.5673e-05	6.0735e-05	7.9884e-05	6.0008e-05	1.6391e-05	9.4451e-06	2.8222e-05	2.1753e-05	8.4861e-06	3.1249e-05	2.47e-05	4.0027e-05	7.0998e-05	5.0528e-05	1.5783e-05	6.5645e-05	3.7632e-05
0.17421	0.41339	0.2826	0.10939	0.036496	0.020541	0.017364	0.020588	0.024243	0.020318	0.0096721	0.0033186	0.0008127	0.00054294	3.1185e-05	0.00046576	0.00091392	0.00084988	0.00044239	0.00026908	0.00037701	0.00076227	8.4117e-05	0.00099808	0.00078825	0.00032324	0.00026331	0.00062378	0.0010468	0.00098331	0.00041909	7.5009e-05	7.9329e-05	4.8008e-05	2.7393e-05	3.2153e-05	8.4547e-05	0.00015807	0.00022403	0.00019029	0.00010244	1.7648e-05	3.9727e-05	4.4602e-05	0.00010571	0.00012367	6.7968e-05	3.0062e-05	2.7468e-05	5.4374e-05	7.7121e-05	3.8548e-05	1.5084e-05	1.2667e-05	5.5169e-06	3.6775e-05	5.4339e-05	4.8443e-05	3.938e-05	2.7534e-05	8.7186e-06	3.5569e-05	2.5167e-05	5.1423e-05
0.031311	0.036616	0.032752	0.048437	0.003577	0.037676	0.24637	0.3194	0.20731	0.074649	0.03421	0.012683	0.01909	0.0031664	0.031228	0.038624	0.027908	0.026549	0.031185	0.020584	0.013617	0.021967	0.024599	0.017913	0.0074315	0.03514	0.050378	0.037908	0.015043	0.011411	0.01368	0.0096281	0.0030106	0.011584	0.01801	0.013286	0.0049308	0.0097699	0.013634	0.018199	0.023068	0.026198	0.027434	0.033237	0.035304	0.017988	0.013634	0.021204	0.0094118	0.010215	0.014668	0.0064397	0.00786	0.0047858	0.011557	0.0067123	0.0049506	0.005949	0.0056383	0.0035469	0.0021371	0.0013965	0.0013616	0.00075395
0.092879	0.34737	0.27873	0.035876	0.048606	0.036758	0.028507	0.018742	0.0027085	0.0036263	0.0054036	0.0026358	0.00031034	6.9193e-05	0.00035549	0.00039919	0.0004201	0.00073855	0.00029053	0.00017369	7.3255e-05	0.00014036	0.00038934	0.00081134	0.00090354	0.00091343	0.00074689	0.00022725	8.1539e-05	6.2193e-05	7.9276e-05	3.645e-05	2.8817e-05	7.7033e-05	9.5693e-05	8.8852e-05	6.8439e-05	4.3386e-05	4.443e-05	4.6152e-05	4.6958e-05	0.00011751	0.00012993	9.3738e-05	8.4515e-05	6.6132e-05	6.5402e-05	0.00017787	9.9966e-05	8.45e-05	0.00021615	0.00029777	0.00026351	0.0001692	0.0001079	6.5604e-05	0.00015088	0.00021648	0.00012526	7.6627e-05	0.0001331	0.00011713	0.0001626	0.000158
0.49118	0.27544	0.024401	0.029224	0.012664	0.0049977	0.0047384	0.0029338	0.0032675	0.0063552	0.0082597	0.0052201	0.00075186	9.9477e-05	0.00010039	0.00017017	0.00016651	0.00013277	0.00011267	3.5477e-05	6.0954e-05	7.6855e-05	0.00015858	0.00017298	8.6472e-05	6.5971e-05	8.0951e-05	5.146e-05	2.8612e-05	4.5585e-05	2.9387e-05	4.3645e-05	7.6342e-05	0.00014326	0.0001303	7.6091e-05	0.00020076	0.0001538	9.0808e-05	0.00010517	1.9277e-05	3.3859e-05	3.3418e-05	6.1964e-05	2.4101e-05	4.6425e-05	0.00010087	6.7629e-05	2.7473e-05	2.4531e-05	1.8154e-05	2.8385e-05	3.9303e-05	4.3318e-05	7.9343e-05	8.3281e-05	5.4583e-05	2.3449e-05	6.0896e-05	5.211e-05	4.7849e-05	8.7071e-05	8.2084e-05	2.0908e-05
0.018733	0.17731	0.33089	0.2242	0.065387	0.0046337	0.009625	0.0023729	0.0063819	0.0097925	0.0075822	0.0010667	0.0014887	0.00033743	0.00013213	0.00041861	0.00047899	0.00044845	0.00014314	7.4875e-05	0.0001685	0.00013422	5.6265e-05	0.00039892	0.00032186	0.00058113	0.00078686	0.0001876	0.00022513	0.00034368	7.2598e-05	0.00012402	3.0829e-05	7.1572e-05	6.9647e-05	6.9245e-05	0.000171	0.00015329	0.00014607	0.00015803	0.00014932	9.7811e-05	5.9857e-05	6.4207e-05	5.3845e-05	0.00010915	3.7388e-05	0.00014882	0.00011327	4.2613e-05	0.00014296	0.00016043	0.00018177	0.00015596	0.00013344	5.5469e-05	0.00014942	0.00020339	0.00012805	4.3475e-05	0.00011303	0.00013887	0.00019635	0.00016964
0.57135	0.3296	0.056922	0.0016049	0.012333	0.015316	0.024727	0.037908	0.030926	0.046064	0.058048	0.021728	0.011411	0.0074213	0.016516	0.029952	0.03557	0.028066	0.019392	0.013923	0.013555	0.015688	0.010035	0.011817	0.0082978	0.0044647	0.017687	0.021334	0.010383	0.0049605	0.0041753	0.0040233	0.0052397	0.0043773	0.012217	0.018132	0.015433	0.016368	0.019362	0.0204	0.008597	0.0018917	0.0036387	0.0085384	0.0052412	0.0037587	0.0017659	0.00062567	0.00071286	0.0016857	0.0031174	0.0019118	0.0010751	0.0012073	0.00049	0.00031171	0.00029827	0.00018409	0.00086093	0.0007549	0.00047011	0.00042548	0.0001715	7.8346e-05
0.54639	0.32928	0.059931	0.0045458	0.011292	0.0013933	0.00054034	0.00071425	0.00045401	0.0011213	0.00040584	9.3482e-05	0.00013723	0.00012552	0.00010278	9.3053e-05	8.398e-05	4.6901e-05	0.00016625	0.00033132	0.00035133	0.00026179	0.0002254	0.00028884	0.00027591	8.4418e-05	0.000192	0.0001496	3.8091e-05	0.00013737	4.8411e-05	3.8269e-05	9.0398e-05	0.00013894	1.4299e-05	7.9434e-05	6.148e-05	4.1494e-05	5.2037e-05	5.7369e-05	0.00010421	9.4142e-05	3.6046e-05	7.8696e-05	7.992e-05	7.2287e-05	0.0001094	0.00010328	7.9703e-05	2.1042e-06	0.00013661	0.00015994	7.3225e-05	9.2274e-05	5.456e-05	2.7965e-05	9.8373e-05	0.00019013	9.4981e-05	0.00010339	8.5535e-06	6.6464e-05	0.00010469	6.5508e-05
0.44176	0.28154	0.096945	0.01371	0.0057371	0.016788	0.015401	0.01015	0.00028041	0.0026005	0.003122	0.0027622	0.0026742	0.0015329	0.00014654	0.0011846	0.0018299	0.0011736	0.0010303	0.0006225	0.00045128	0.0012128	0.0013377	0.0017264	0.0016383	0.0010289	0.00064641	0.00023431	0.0001219	7.4065e-05	0.00011718	0.00012061	6.8237e-05	0.00013163	3.3027e-05	0.00034509	0.00035361	0.00011497	4.227e-05	3.5325e-05	3.6499e-05	5.2494e-05	4.8313e-05	9.8763e-05	0.00010139	5.4541e-05	0.00010102	0.00010766	0.0001012	8.928e-05	5.1654e-05	4.3738e-05	2.6907e-05	7.4403e-05	0.00014102	0.00024989	0.0003647	0.00022699	5.6686e-05	2.9686e-05	5.1238e-05	7.5379e-05	0.00013488	0.00015231
0.30141	0.26623	0.17901	0.061179	0.090756	0.014482	0.038254	0.039188	0.017177	0.035423	0.053184	0.0055504	0.055229	0.055021	0.047574	0.008456	0.0072985	0.010346	0.015055	0.024172	0.018386	0.016088	0.01156	0.037139	0.031431	0.014576	0.0007483	0.02467	0.029087	0.029315	0.014886	0.0085373	0.0041136	0.0083509	0.0083263	0.013551	0.013784	0.022913	0.010243	0.010539	0.0061028	0.0019619	0.0030471	0.0048831	0.0097817	0.013541	0.0082799	0.0075606	0.0041685	0.0015656	0.0023047	0.0017897	0.00079329	0.00059509	0.00031213	0.00018781	0.00077754	0.00069482	0.00038043	0.00095286	0.001015	0.000801	0.0003969	0.00024079
0.098002	0.16523	0.17877	0.032964	0.047564	0.057424	0.014909	0.0042717	0.017035	0.0080922	0.0074801	0.0052551	0.003277	0.0010983	0.0015267	0.00081416	0.0012779	0.00071767	0.00088186	0.00091558	0.00029861	0.00031597	0.00038093	0.00029744	0.0009442	0.0038703	0.0036313	0.0012552	7.9788e-05	0.00021556	0.00014707	5.5509e-05	3.4774e-05	9.3131e-05	0.00020011	2.2378e-05	0.0001486	0.0002352	0.00045109	0.00049678	0.00010108	0.00018344	0.0001834	0.0004102	0.00010336	0.00036119	0.00023846	0.0001226	0.00017666	0.0001904	0.00010272	0.00038654	0.00035215	0.00041211	0.00063019	0.0004397	0.00014954	0.00029357	0.00043902	0.00018484	8.5614e-05	0.00025845	0.0005538	0.00019464
